First Name,Last Name,Full Name,Cinema,Film,Tickets,Date,Time
Yovka,Baldasarra,"Baldasarra, Yovka",Plymouth,White Bird In A Blizzard,4,01/07/2014,20:30:00
Dirk,Baldree,"Baldree, Dirk",Cardiff,Teenage Mutant Ninja Turtles,3,03/08/2014,18:30:00
David,Baldree,"Baldree, David",Leeds,Guardians Of The Galaxy,2,26/07/2014,17:45:00
Andrew,Balducci,"Balducci, Andrew",Cardiff,The Expendables 3,3,25/07/2014,20:00:00
Howard,Balducci,"Balducci, Howard",London,Guardians Of The Galaxy,3,21/08/2014,21:00:00
Jerry,Balducci,"Balducci, Jerry",Oxford,If I Stay,4,19/08/2014,17:45:00
Serena,Balducci,"Balducci, Serena",Plymouth,Lucy,3,31/08/2014,13:00:00
Suraj,Baldwin,"Baldwin, Suraj",Birmingham,Sin City: A Dame To Kill For,2,19/08/2014,20:00:00
Michael,Baldwin,"Baldwin, Michael",London,Guardians Of The Galaxy,3,29/08/2014,20:00:00
Jameel,Baldwin,"Baldwin, Jameel",London,The Giver,8,12/07/2014,20:00:00
Pieush,Baldwin,"Baldwin, Pieush",Oxford,Captain America: The Winter Soldier,4,25/07/2014,21:00:00
Jacqueline,Baldwin,"Baldwin, Jacqueline",Oxford,Guardians Of The Galaxy,2,29/07/2014,20:00:00
Diane,Baldwin,"Baldwin, Diane",Plymouth,Guardians Of The Galaxy,3,12/07/2014,20:30:00
Nat,Balent,"Balent, Nat",Cardiff,The Hunger Games: Mockingjay,4,19/07/2014,20:00:00
Fred,Balent,"Balent, Fred",Edinburgh,Lucy,1,26/07/2014,20:00:00
Charles,Balent,"Balent, Charles",Manchester,Let's Be Cops,3,08/08/2014,20:00:00
Helen,Balentine,"Balentine, Helen",London,The Hunger Games: Mockingjay,5,13/07/2014,20:00:00
John,Balguri,"Balguri, John",Edinburgh,Into The Storm,3,14/07/2014,20:00:00
Prateek Pawan,Balguri,"Balguri, Prateek Pawan",Oxford,Teenage Mutant Ninja Turtles,3,06/07/2014,20:00:00
David,Bali,"Bali, David",Cardiff,Divergent,3,04/08/2014,20:00:00
Kay,Bali,"Bali, Kay",Manchester,Maleficent,2,17/08/2014,20:00:00
Gerardo,Baliarsingh,"Baliarsingh, Gerardo",Birmingham,Maleficent,1,12/07/2014,20:00:00
Shawn Lawrence,Baliarsingh,"Baliarsingh, Shawn Lawrence",Cardiff,Godzilla,3,11/08/2014,20:30:00
William,Baliarsingh,"Baliarsingh, William",London,Guardians Of The Galaxy,2,25/08/2014,20:30:00
Choon Hoe,Balicki III,"Balicki III, Choon Hoe",Birmingham,Lucy,3,26/08/2014,18:30:00
Karin,Balicki III,"Balicki III, Karin",London,Divergent,1,22/07/2014,20:30:00
Ivete,Balicki III,"Balicki III, Ivete",Manchester,The Giver,8,02/07/2014,20:00:00
Timsy,Ball,"Ball, Timsy",Birmingham,Guardians Of The Galaxy,1,28/08/2014,20:30:00
Jeffrey,Ball,"Ball, Jeffrey",Edinburgh,Guardians Of The Galaxy,2,30/08/2014,20:00:00
James,Ball,"Ball, James",Leeds,Teenage Mutant Ninja Turtles,8,03/07/2014,20:00:00
Kurt,Ball,"Ball, Kurt",London,Sin City: A Dame To Kill For,3,31/07/2014,20:30:00
Jian,Ball,"Ball, Jian",Plymouth,The Giver,1,02/08/2014,20:00:00
Rasheed,Ballard,"Ballard, Rasheed",Cardiff,The Expendables 3,4,24/07/2014,20:00:00
Shelley Beng Hong,Ballard,"Ballard, Shelley Beng Hong",Edinburgh,The Expendables 3,3,23/08/2014,20:00:00
Azharuddin,Ballard,"Ballard, Azharuddin",Liverpool,The Expendables 3,3,23/07/2014,20:00:00
Wanna,Ballard,"Ballard, Wanna",Plymouth,Teenage Mutant Ninja Turtles,3,29/08/2014,10:30:00
Dietmar,Ballard,"Ballard, Dietmar",Plymouth,The Expendables 3,5,20/08/2014,20:30:00
Albert,Balle,"Balle, Albert",Leeds,Guardians Of The Galaxy,2,15/08/2014,20:30:00
Peng,Balle,"Balle, Peng",Liverpool,White Bird In A Blizzard,4,20/07/2014,20:00:00
Sameera Vijay,Ballesteros,"Ballesteros, Sameera Vijay",Birmingham,White Bird In A Blizzard,2,01/07/2014,21:00:00
Kei,Ballesteros,"Ballesteros, Kei",Manchester,Sin City: A Dame To Kill For,1,08/08/2014,18:30:00
Michael,Ballog,"Ballog, Michael",Edinburgh,The Giver,4,13/08/2014,18:30:00
Ramah,Ballog,"Ballog, Ramah",Liverpool,The Expendables 3,2,08/08/2014,15:45:00
Theresa,Ballog,"Ballog, Theresa",Manchester,Sin City: A Dame To Kill For,6,12/07/2014,09:30:00
William,Balyaev,"Balyaev, William",Liverpool,Teenage Mutant Ninja Turtles,1,29/08/2014,20:00:00
Rochella,Balyaev,"Balyaev, Rochella",Manchester,Teenage Mutant Ninja Turtles,3,04/08/2014,15:45:00
Neil,Balzam,"Balzam, Neil",Plymouth,"As Above, So Below",2,10/08/2014,20:30:00
Thomas,Balzam,"Balzam, Thomas",Plymouth,Maleficent,1,04/07/2014,20:30:00
Karen,Balzano,"Balzano, Karen",Birmingham,Captain America: The Winter Soldier,2,06/07/2014,13:00:00
Dwibhashyam V S,Balzano,"Balzano, Dwibhashyam V S",Birmingham,If I Stay,3,24/08/2014,20:00:00
Tanveer,Balzano,"Balzano, Tanveer",Cardiff,Godzilla,8,24/08/2014,20:00:00
Bethu Shailaja,Balzano,"Balzano, Bethu Shailaja",Cardiff,Teenage Mutant Ninja Turtles,8,12/07/2014,17:45:00
Thomas,Balzano,"Balzano, Thomas",Edinburgh,The Giver,4,10/07/2014,20:00:00
Donna,Balzer,"Balzer, Donna",Cardiff,The Giver,1,03/08/2014,20:30:00
Omkar,Balzer,"Balzer, Omkar",Manchester,The Expendables 3,8,26/07/2014,09:30:00
Jason,Bamberg,"Bamberg, Jason",Birmingham,Captain America: The Winter Soldier,1,05/07/2014,18:30:00
Masakazu,Bamberg,"Bamberg, Masakazu",London,The Fault in Our Stars,3,15/08/2014,10:30:00
Norica,Bamberg,"Bamberg, Norica",London,The Hunger Games: Mockingjay,2,16/08/2014,21:00:00
William,Bamzai,"Bamzai, William",Cardiff,White Bird In A Blizzard,4,27/07/2014,17:45:00
Umberto,Bamzai,"Bamzai, Umberto",Edinburgh,White Bird In A Blizzard,4,03/08/2014,21:00:00
Sarah,Bamzai,"Bamzai, Sarah",Oxford,Guardians Of The Galaxy,2,03/07/2014,20:00:00
Takeo,Bamzai,"Bamzai, Takeo",Plymouth,The Giver,5,20/07/2014,17:45:00
Ting,Banda,"Banda, Ting",London,Into The Storm,2,14/08/2014,13:00:00
Sridhar,Banda,"Banda, Sridhar",London,The Fault in Our Stars,1,26/07/2014,15:45:00
Ziauddin,Banda,"Banda, Ziauddin",Plymouth,Lucy,2,15/08/2014,09:30:00
Graceann,Bandari,"Bandari, Graceann",Edinburgh,The Amazing Spider-Man 2,8,04/07/2014,20:00:00
Yosef,Bandari,"Bandari, Yosef",London,Divergent,8,22/07/2014,09:30:00
Lincoln,Bandari,"Bandari, Lincoln",Manchester,Godzilla,1,01/07/2014,10:30:00
Dominique,Bandaru,"Bandaru, Dominique",Leeds,Sin City: A Dame To Kill For,1,08/07/2014,20:00:00
Mika,Bandaru,"Bandaru, Mika",London,The Amazing Spider-Man 2,6,21/08/2014,15:45:00
Martin,Bandaru,"Bandaru, Martin",Manchester,Guardians Of The Galaxy,2,06/07/2014,10:30:00
Luk Fong Doris,Bandaru,"Bandaru, Luk Fong Doris",Plymouth,Guardians Of The Galaxy,2,12/07/2014,09:30:00
Takayuki,Bandi,"Bandi, Takayuki",Birmingham,Captain America: The Winter Soldier,5,19/08/2014,20:30:00
Brunello,Bandi,"Bandi, Brunello",Birmingham,Guardians Of The Galaxy,5,10/08/2014,18:30:00
Tiziano,Bandi,"Bandi, Tiziano",Birmingham,Guardians Of The Galaxy,2,26/08/2014,20:00:00
Vijay Kumar,Bandi,"Bandi, Vijay Kumar",Birmingham,Guardians Of The Galaxy,3,18/08/2014,13:00:00
David,Bandi,"Bandi, David",Birmingham,If I Stay,4,14/08/2014,15:45:00
Joseph,Bandi,"Bandi, Joseph",Birmingham,Into The Storm,4,21/08/2014,21:00:00
Margaret,Bandi,"Bandi, Margaret",Birmingham,Teenage Mutant Ninja Turtles,2,03/08/2014,09:30:00
Bram,Bandi,"Bandi, Bram",Birmingham,The Expendables 3,2,08/08/2014,20:00:00
Pasquale,Bandi,"Bandi, Pasquale",Birmingham,The Fault in Our Stars,8,12/08/2014,20:00:00
Arun Kumar,Bandi,"Bandi, Arun Kumar",Leeds,If I Stay,2,13/08/2014,13:00:00
Tellapragada Praveen,Bandi,"Bandi, Tellapragada Praveen",Leeds,Sin City: A Dame To Kill For,4,08/08/2014,21:00:00
Mario,Bandi,"Bandi, Mario",Liverpool,If I Stay,2,02/08/2014,20:30:00
Glen,Bandi,"Bandi, Glen",London,Teenage Mutant Ninja Turtles,2,12/08/2014,18:30:00
Wellington,Bandi,"Bandi, Wellington",Manchester,Divergent,8,25/07/2014,20:00:00
Svetlana,Bandi,"Bandi, Svetlana",Oxford,Sin City: A Dame To Kill For,6,11/08/2014,20:00:00
Chiun-Wen,Bandi,"Bandi, Chiun-Wen",Plymouth,Let's Be Cops,2,31/08/2014,20:30:00
Nancy,Bandi,"Bandi, Nancy",Plymouth,Sin City: A Dame To Kill For,1,28/07/2014,13:00:00
Rahul,Bandieri,"Bandieri, Rahul",Birmingham,Into The Storm,2,05/07/2014,15:45:00
Paul,Bandieri,"Bandieri, Paul",Oxford,Let's Be Cops,5,07/08/2014,21:00:00
Monica,Bandieri,"Bandieri, Monica",Plymouth,The Fault in Our Stars,2,04/07/2014,20:30:00
Alyson,Bandini,"Bandini, Alyson",Birmingham,Sin City: A Dame To Kill For,4,25/08/2014,20:30:00
Paul,Bandini,"Bandini, Paul",Leeds,Maleficent,2,26/07/2014,20:00:00
Mark,Banduchode,"Banduchode, Mark",Oxford,Let's Be Cops,3,02/08/2014,15:45:00
Kouros,Banduchode,"Banduchode, Kouros",Oxford,The Amazing Spider-Man 2,4,02/07/2014,13:00:00
Fatima,Banduchode,"Banduchode, Fatima",Oxford,The Giver,2,29/08/2014,20:00:00
Venkateshwaran,Banerjee,"Banerjee, Venkateshwaran",Birmingham,Guardians Of The Galaxy,4,31/07/2014,18:30:00
Ann,Banerjee,"Banerjee, Ann",Birmingham,Lucy,1,15/07/2014,15:45:00
Helen,Banerjee,"Banerjee, Helen",Birmingham,Lucy,6,18/08/2014,21:00:00
Dirk,Banerjee,"Banerjee, Dirk",Birmingham,Teenage Mutant Ninja Turtles,2,23/08/2014,20:00:00
Frank,Banerjee,"Banerjee, Frank",Cardiff,"As Above, So Below",3,03/07/2014,20:00:00
Vakta,Banerjee,"Banerjee, Vakta",Cardiff,Godzilla,3,16/08/2014,20:00:00
Jonathan,Banerjee,"Banerjee, Jonathan",London,Guardians Of The Galaxy,2,25/07/2014,20:00:00
Jeannine,Banerjee,"Banerjee, Jeannine",London,If I Stay,4,13/07/2014,20:00:00
Allyson,Banerjee,"Banerjee, Allyson",London,Lucy,6,04/07/2014,18:30:00
Barbara,Banerjee,"Banerjee, Barbara",Oxford,If I Stay,3,22/08/2014,21:00:00
Jennifer,Banerjee,"Banerjee, Jennifer",Plymouth,Guardians Of The Galaxy,4,11/08/2014,20:00:00
Hina,Bangar,"Bangar, Hina",Manchester,Teenage Mutant Ninja Turtles,4,21/08/2014,20:30:00
Jennifer,Bangar,"Bangar, Jennifer",Plymouth,The Expendables 3,2,29/07/2014,20:00:00
Duilio,Bangera,"Bangera, Duilio",Edinburgh,The Giver,1,27/07/2014,20:00:00
Samuel,Bangera,"Bangera, Samuel",Plymouth,Captain America: The Winter Soldier,3,19/07/2014,20:00:00
Timmy,Bank,"Bank, Timmy",Birmingham,Godzilla,1,25/08/2014,20:30:00
Gary,Bank,"Bank, Gary",Leeds,The Amazing Spider-Man 2,5,26/07/2014,18:30:00
Mark,Banka,"Banka, Mark",Manchester,Teenage Mutant Ninja Turtles,4,26/07/2014,20:00:00
David,Bankhead,"Bankhead, David",Edinburgh,If I Stay,4,24/08/2014,20:00:00
Gregory,Bankhead,"Bankhead, Gregory",London,The Expendables 3,1,24/08/2014,20:00:00
Pamela,Bankowitz,"Bankowitz, Pamela",London,Guardians Of The Galaxy,8,04/08/2014,18:30:00
Robert,Bankowitz,"Bankowitz, Robert",Manchester,The Amazing Spider-Man 2,2,24/08/2014,20:00:00
Yingying,Banks,"Banks, Yingying",Cardiff,If I Stay,5,17/08/2014,20:00:00
Jason,Banks,"Banks, Jason",Manchester,Sin City: A Dame To Kill For,8,10/08/2014,20:30:00
Roderick,Bankston,"Bankston, Roderick",Birmingham,The Amazing Spider-Man 2,4,14/08/2014,20:00:00
Corey,Bankston,"Bankston, Corey",Cardiff,"As Above, So Below",1,28/07/2014,20:00:00
Michael,Bankston,"Bankston, Michael",Cardiff,Teenage Mutant Ninja Turtles,1,24/07/2014,20:00:00
Mary,Bankston,"Bankston, Mary",Leeds,Guardians Of The Galaxy,1,03/08/2014,20:00:00
Scott,Bannam Kunnumal,"Bannam Kunnumal, Scott",Birmingham,Boyhood,2,07/07/2014,20:00:00
Annalisa,Bannam Kunnumal,"Bannam Kunnumal, Annalisa",Birmingham,If I Stay,1,28/07/2014,20:00:00
Martina,Bannam Kunnumal,"Bannam Kunnumal, Martina",Edinburgh,The Expendables 3,1,31/08/2014,20:30:00
Brian,Bannister,"Bannister, Brian",Leeds,Divergent,1,19/07/2014,20:30:00
Madhuri,Bannister,"Bannister, Madhuri",Manchester,Bad Neighbours,1,06/07/2014,21:00:00
Lynette,Bannister,"Bannister, Lynette",Oxford,The Fault in Our Stars,5,06/07/2014,20:00:00
Jeffrey,Bansal,"Bansal, Jeffrey",London,The Expendables 3,1,22/08/2014,20:30:00
Matthew,Bansal,"Bansal, Matthew",Manchester,Let's Be Cops,1,20/07/2014,21:00:00
Iryna,Bansal,"Bansal, Iryna",Manchester,Teenage Mutant Ninja Turtles,2,19/07/2014,20:00:00
Derek,Bansal,"Bansal, Derek",Oxford,Guardians Of The Galaxy,3,18/08/2014,20:00:00
Shawn,Bansal,"Bansal, Shawn",Plymouth,White Bird In A Blizzard,8,19/07/2014,20:00:00
Mohammed,Banthia,"Banthia, Mohammed",London,"As Above, So Below",8,05/07/2014,20:00:00
Edith,Banthia,"Banthia, Edith",London,Captain America: The Winter Soldier,4,04/07/2014,20:30:00
Yang,Banu,"Banu, Yang",Birmingham,Sin City: A Dame To Kill For,3,05/07/2014,21:00:00
Elena,Banu,"Banu, Elena",Manchester,Divergent,4,09/08/2014,21:00:00
Marie-Dominique,Banuka,"Banuka, Marie-Dominique",Birmingham,Guardians Of The Galaxy,3,16/08/2014,20:00:00
Kishore Santosh Krishna,Banuka,"Banuka, Kishore Santosh Krishna",Birmingham,If I Stay,1,10/08/2014,20:30:00
Stuart,Banwasi,"Banwasi, Stuart",Edinburgh,Divergent,3,23/08/2014,21:00:00
Kwang-Meng,Bapna,"Bapna, Kwang-Meng",Liverpool,The Fault in Our Stars,4,12/07/2014,13:00:00
Christine,Baptista,"Baptista, Christine",Birmingham,Divergent,1,13/08/2014,20:00:00
Michael,Baptista,"Baptista, Michael",Plymouth,Divergent,2,31/08/2014,20:00:00
Jennifer,Barach,"Barach, Jennifer",London,Maleficent,5,29/08/2014,20:00:00
Vijay Krishna,Barajas,"Barajas, Vijay Krishna",Oxford,Sin City: A Dame To Kill For,2,09/07/2014,20:00:00
Mark,Barajas,"Barajas, Mark",Plymouth,Boyhood,1,10/08/2014,09:30:00
Robert,Barak,"Barak, Robert",Birmingham,Godzilla,4,04/07/2014,17:45:00
Anuj,Barak,"Barak, Anuj",Birmingham,The Fault in Our Stars,4,18/08/2014,13:00:00
Prabhjot Singh,Barandes,"Barandes, Prabhjot Singh",Liverpool,Guardians Of The Galaxy,6,30/08/2014,13:00:00
James,Barash,"Barash, James",Birmingham,Divergent,8,25/08/2014,20:30:00
Ramaprakash,Barash,"Barash, Ramaprakash",Birmingham,Divergent,6,12/08/2014,21:00:00
Miquel,Barash,"Barash, Miquel",Birmingham,The Hunger Games: Mockingjay,2,10/07/2014,20:00:00
Terrence,Barash,"Barash, Terrence",Oxford,Sin City: A Dame To Kill For,1,25/08/2014,18:30:00
Takatoshi,Baratam,"Baratam, Takatoshi",Birmingham,The Amazing Spider-Man 2,6,01/07/2014,20:00:00
Prasanna,Baratam,"Baratam, Prasanna",Liverpool,Teenage Mutant Ninja Turtles,3,16/08/2014,21:00:00
Andrew,Baratam,"Baratam, Andrew",Plymouth,Guardians Of The Galaxy,2,04/07/2014,21:00:00
Lingsen,Baratam,"Baratam, Lingsen",Plymouth,Teenage Mutant Ninja Turtles,2,04/07/2014,13:00:00
Srimannarayana,Barbar,"Barbar, Srimannarayana",Birmingham,Teenage Mutant Ninja Turtles,4,13/08/2014,09:30:00
Kimberly,Barbar,"Barbar, Kimberly",London,Teenage Mutant Ninja Turtles,8,26/07/2014,20:30:00
Anthony,Barbar,"Barbar, Anthony",London,The Hunger Games: Mockingjay,1,23/08/2014,17:45:00
David,Barbarek,"Barbarek, David",Edinburgh,Captain America: The Winter Soldier,1,26/08/2014,15:45:00
Satish,Barbarek,"Barbarek, Satish",London,Maleficent,1,19/07/2014,20:00:00
Meghan,Barbarek,"Barbarek, Meghan",Manchester,Teenage Mutant Ninja Turtles,6,01/08/2014,21:00:00
Ruwanmali,Barber,"Barber, Ruwanmali",Birmingham,The Expendables 3,8,27/08/2014,18:30:00
Felix,Barber,"Barber, Felix",Manchester,Guardians Of The Galaxy,1,23/07/2014,17:45:00
Jeffrey,Barbera,"Barbera, Jeffrey",Cardiff,The Giver,5,15/08/2014,20:30:00
Jennifer,Barbera,"Barbera, Jennifer",Manchester,The Expendables 3,6,11/07/2014,21:00:00
Akshay Sainath,Barbera,"Barbera, Akshay Sainath",Oxford,If I Stay,2,24/08/2014,20:30:00
Abhishek,Barbera,"Barbera, Abhishek",Plymouth,Divergent,3,11/08/2014,20:30:00
Fulvio,Barbosa,"Barbosa, Fulvio",Birmingham,If I Stay,6,11/07/2014,21:00:00
Adriano,Barbosa,"Barbosa, Adriano",Birmingham,Let's Be Cops,6,13/07/2014,18:30:00
Anita,Barbosa,"Barbosa, Anita",Birmingham,Sin City: A Dame To Kill For,1,18/07/2014,13:00:00
Sandeep Kumar,Barbosa,"Barbosa, Sandeep Kumar",Birmingham,Teenage Mutant Ninja Turtles,2,23/07/2014,20:00:00
Kunal,Barbosa,"Barbosa, Kunal",Plymouth,Guardians Of The Galaxy,3,22/08/2014,20:00:00
James,Barbour,"Barbour, James",Birmingham,Teenage Mutant Ninja Turtles,8,28/08/2014,18:30:00
Peter,Barbour,"Barbour, Peter",Cardiff,Divergent,2,15/07/2014,20:00:00
Robert,Barbour,"Barbour, Robert",Leeds,Sin City: A Dame To Kill For,3,29/07/2014,18:30:00
Kay,Barbour,"Barbour, Kay",Oxford,Sin City: A Dame To Kill For,2,16/07/2014,10:30:00
Jennifer,Barco Hernandez,"Barco Hernandez, Jennifer",Cardiff,If I Stay,6,11/08/2014,20:00:00
Alfredo,Barco Hernandez,"Barco Hernandez, Alfredo",Leeds,If I Stay,1,31/08/2014,20:00:00
Denise,Barden,"Barden, Denise",Birmingham,The Fault in Our Stars,1,19/07/2014,21:00:00
Alexandre,Barden,"Barden, Alexandre",Leeds,Guardians Of The Galaxy,3,25/08/2014,13:00:00
Thomas,Barden,"Barden, Thomas",Leeds,Sin City: A Dame To Kill For,4,20/08/2014,17:45:00
Michael,Barden,"Barden, Michael",Oxford,Teenage Mutant Ninja Turtles,4,18/08/2014,13:00:00
Mark,Bardin,"Bardin, Mark",Edinburgh,Teenage Mutant Ninja Turtles,6,30/08/2014,20:00:00
Christopher,Bardin,"Bardin, Christopher",London,Sin City: A Dame To Kill For,1,19/08/2014,20:00:00
Wan Chung,Bardin,"Bardin, Wan Chung",Plymouth,The Amazing Spider-Man 2,4,14/07/2014,20:30:00
Torsten,Bardowell,"Bardowell, Torsten",London,Captain America: The Winter Soldier,3,06/08/2014,13:00:00
Lawrence,Bareja,"Bareja, Lawrence",Birmingham,Bad Neighbours,1,29/07/2014,20:00:00
William,Bareja,"Bareja, William",Birmingham,Teenage Mutant Ninja Turtles,2,27/07/2014,20:00:00
Luther,Bareja,"Bareja, Luther",London,The Expendables 3,3,06/08/2014,20:00:00
Ghaddach,Bareja,"Bareja, Ghaddach",Plymouth,The Giver,4,22/07/2014,20:00:00
James,Barfield,"Barfield, James",Birmingham,Bad Neighbours,2,31/07/2014,20:00:00
Zhihe,Barfield,"Barfield, Zhihe",Cardiff,Guardians Of The Galaxy,3,02/08/2014,20:00:00
Joseph,Barfield,"Barfield, Joseph",Liverpool,Bad Neighbours,6,22/08/2014,20:00:00
Salvatore,Barfield,"Barfield, Salvatore",London,"As Above, So Below",4,19/08/2014,20:30:00
Satendar,Barfield,"Barfield, Satendar",London,Lucy,1,03/07/2014,21:00:00
Ansgar,Barfield,"Barfield, Ansgar",London,Sin City: A Dame To Kill For,4,28/08/2014,20:00:00
Rana,Barik,"Barik, Rana",Birmingham,The Expendables 3,3,11/07/2014,13:00:00
Erna,Barik,"Barik, Erna",Leeds,Sin City: A Dame To Kill For,6,20/08/2014,20:30:00
Robert,Baril,"Baril, Robert",Cardiff,Guardians Of The Galaxy,1,31/08/2014,20:30:00
Jeffrey,Baril,"Baril, Jeffrey",Leeds,Divergent,4,20/07/2014,13:00:00
John,Baril,"Baril, John",London,Lucy,3,25/07/2014,20:30:00
Melissa,Baril,"Baril, Melissa",Plymouth,Sin City: A Dame To Kill For,8,06/07/2014,20:00:00
Ran,Barker,"Barker, Ran",Birmingham,Guardians Of The Galaxy,1,16/08/2014,13:00:00
Michele,Barker,"Barker, Michele",Edinburgh,Boyhood,3,16/08/2014,20:30:00
Jolyn,Barker,"Barker, Jolyn",Edinburgh,The Expendables 3,2,04/08/2014,21:00:00
Chetana,Barker,"Barker, Chetana",Leeds,Teenage Mutant Ninja Turtles,4,19/07/2014,18:30:00
Christopher,Barker,"Barker, Christopher",London,The Giver,3,28/07/2014,20:00:00
Fumiyoshi,Barker,"Barker, Fumiyoshi",Plymouth,Divergent,3,24/08/2014,09:30:00
Buster,Barker,"Barker, Buster",Plymouth,Teenage Mutant Ninja Turtles,2,25/07/2014,10:30:00
Keith,Barlattani,"Barlattani, Keith",Liverpool,If I Stay,1,09/08/2014,20:30:00
Govardhan,Barli,"Barli, Govardhan",Liverpool,Sin City: A Dame To Kill For,5,15/07/2014,20:30:00
Adavilson,Barli,"Barli, Adavilson",London,"As Above, So Below",2,26/07/2014,20:00:00
Marco,Barli,"Barli, Marco",Oxford,Sin City: A Dame To Kill For,1,25/07/2014,20:30:00
Glenn,Barlow,"Barlow, Glenn",Leeds,Maleficent,1,10/08/2014,18:30:00
Richard,Barlow,"Barlow, Richard",Manchester,Godzilla,1,19/07/2014,10:30:00
Renee,Barlow,"Barlow, Renee",Oxford,Guardians Of The Galaxy,1,18/08/2014,20:30:00
Carmen,Barman,"Barman, Carmen",Plymouth,The Fault in Our Stars,3,05/07/2014,20:30:00
Jyostna,Barnabe,"Barnabe, Jyostna",Birmingham,The Fault in Our Stars,1,01/08/2014,10:30:00
George,Barnabe,"Barnabe, George",Liverpool,Teenage Mutant Ninja Turtles,4,06/08/2014,20:30:00
Sean,Barnabe,"Barnabe, Sean",London,Sin City: A Dame To Kill For,3,13/07/2014,21:00:00
Tomas,Barnard,"Barnard, Tomas",Edinburgh,Captain America: The Winter Soldier,8,20/08/2014,21:00:00
Gary,Barnard,"Barnard, Gary",Leeds,Lucy,4,30/07/2014,20:30:00
Denis,Barnes,"Barnes, Denis",Birmingham,Guardians Of The Galaxy,5,29/07/2014,20:00:00
Jason,Barnes,"Barnes, Jason",Cardiff,Sin City: A Dame To Kill For,6,12/07/2014,18:30:00
Pether,Barnes,"Barnes, Pether",Cardiff,White Bird In A Blizzard,1,09/08/2014,17:45:00
John,Barnes,"Barnes, John",Edinburgh,White Bird In A Blizzard,8,11/08/2014,15:45:00
Daniel,Barnes,"Barnes, Daniel",Leeds,Let's Be Cops,2,22/08/2014,13:00:00
Christian,Barnes,"Barnes, Christian",London,Godzilla,4,12/07/2014,21:00:00
Christopher,Barnes,"Barnes, Christopher",Manchester,Captain America: The Winter Soldier,3,14/07/2014,20:30:00
Susan,Barnes,"Barnes, Susan",Manchester,Maleficent,1,23/08/2014,18:30:00
Atle,Barnes,"Barnes, Atle",Plymouth,Sin City: A Dame To Kill For,3,19/08/2014,20:30:00
Hoa,Barnett,"Barnett, Hoa",Birmingham,Guardians Of The Galaxy,1,07/07/2014,17:45:00
Aase Camilla,Barnett,"Barnett, Aase Camilla",Leeds,Godzilla,8,11/08/2014,20:00:00
Mauro,Barnett,"Barnett, Mauro",Leeds,Lucy,4,12/07/2014,20:30:00
Tsung-Min,Barnett,"Barnett, Tsung-Min",Liverpool,Guardians Of The Galaxy,1,08/08/2014,10:30:00
Jitka,Barnett,"Barnett, Jitka",Manchester,Teenage Mutant Ninja Turtles,3,20/07/2014,20:00:00
Hardeep,Baron,"Baron, Hardeep",Manchester,Into The Storm,2,18/07/2014,18:30:00
Edward,Baron,"Baron, Edward",Oxford,Guardians Of The Galaxy,4,31/08/2014,13:00:00
Anil,Baroncelli,"Baroncelli, Anil",Leeds,The Giver,1,02/07/2014,09:30:00
Robin,Baroncelli,"Baroncelli, Robin",London,Divergent,8,25/08/2014,20:00:00
Graham,Baroncelli,"Baroncelli, Graham",London,Godzilla,2,08/08/2014,21:00:00
Clare,Barozzi,"Barozzi, Clare",Liverpool,Divergent,3,13/07/2014,13:00:00
Melody,Barozzi,"Barozzi, Melody",Liverpool,Into The Storm,5,31/08/2014,20:00:00
Ralph,Barraza Donoso,"Barraza Donoso, Ralph",Edinburgh,Sin City: A Dame To Kill For,1,30/08/2014,17:45:00
Margarete,Barraza Donoso,"Barraza Donoso, Margarete",London,If I Stay,3,30/08/2014,20:00:00
Caryl,Barre,"Barre, Caryl",London,Guardians Of The Galaxy,2,17/08/2014,10:30:00
Neelam,Barre,"Barre, Neelam",London,Guardians Of The Galaxy,3,11/07/2014,20:30:00
Min-Sun,Barre,"Barre, Min-Sun",London,Teenage Mutant Ninja Turtles,4,02/08/2014,09:30:00
Ding,Barre,"Barre, Ding",Plymouth,The Amazing Spider-Man 2,5,19/07/2014,15:45:00
Ximena,Barrera,"Barrera, Ximena",Leeds,Sin City: A Dame To Kill For,8,19/08/2014,09:30:00
Walter,Barrera,"Barrera, Walter",Liverpool,Guardians Of The Galaxy,1,24/08/2014,20:00:00
Niharika,Barrett,"Barrett, Niharika",Birmingham,If I Stay,4,09/08/2014,17:45:00
Chatura,Barrett,"Barrett, Chatura",Cardiff,Divergent,4,18/07/2014,18:30:00
Tanya,Barrett,"Barrett, Tanya",Edinburgh,The Giver,1,02/08/2014,21:00:00
